vehicle_id,zone_name,latitude,longitude,soc_now,hour,day_of_week,demand_zone_score,timestamp_iso,temp_c,rain_mm,battery_health,trips_last_24h,avg_trip_km,last_trip_km,last_trip_min,minutes_to_empty
RSB-1003-1171,Roissy-en-Brie,48.797343,2.657317,0.521,10,4,1.1,2025-10-03T10:00,15.8,0.69,0.916,6,1.59,1.21,12.0,241.6
VRY-1003-1172,Viry-Chatillon,48.669198,2.365671,0.252,20,4,1.45,2025-10-03T20:00,17.0,0.0,0.976,3,2.6,2.08,10.0,107.7
VRY-1003-1173,Viry-Chatillon,48.682195,2.403988,0.593,22,4,1.0,2025-10-03T22:00,19.9,0.25,0.893,2,2.01,1.33,13.3,271.7
MAL-1003-1174,Malakoff,48.820397,2.318696,0.508,8,4,1.522,2025-10-03T08:00,18.2,1.23,0.917,4,3.72,3.89,12.2,137.5
MAL-1003-1175,Malakoff,48.819786,2.308085,0.612,6,4,1.05,2025-10-03T06:00,19.6,0.0,0.924,1,2.36,2.25,8.1,295.4
RSB-1003-1176,Roissy-en-Brie,48.793863,2.651168,0.514,11,4,1.1,2025-10-03T11:00,15.0,2.27,0.91,4,0.3,0.2,9.6,235.5
VRY-1003-1177,Viry-Chatillon,48.672302,2.374617,0.803,10,4,1.0,2025-10-03T10:00,16.6,2.1,0.897,2,2.05,2.5,7.1,396.0
VRY-1003-1178,Viry-Chatillon,48.665742,2.376286,0.431,11,4,1.0,2025-10-03T11:00,19.3,0.0,0.874,4,2.45,2.4,8.1,204.9
VLP-1003-1179,Villepinte,48.973618,2.539607,0.485,6,4,1.2,2025-10-03T06:00,22.9,0.0,0.994,6,2.09,2.09,10.0,204.6
VRY-1003-1180,Viry-Chatillon,48.666746,2.371673,0.296,15,4,1.0,2025-10-03T15:00,17.6,5.71,0.999,5,1.63,1.72,11.2,150.2
BOB-1003-1181,Bobigny,48.92466,2.449089,0.391,15,4,1.15,2025-10-03T15:00,19.4,2.03,0.909,3,2.16,2.2,6.8,165.9
RSB-1003-1182,Roissy-en-Brie,48.798672,2.63647,0.317,18,4,1.595,2025-10-03T18:00,8.5,0.91,0.871,2,4.2,4.47,17.2,59.3
BOB-1003-1183,Bobigny,48.917748,2.453607,0.426,18,4,1.667,2025-10-03T18:00,13.6,0.33,0.982,2,3.34,3.21,17.2,123.6
MAL-1003-1184,Malakoff,48.825676,2.284412,0.505,20,4,1.522,2025-10-03T20:00,18.5,3.65,0.998,7,2.54,2.05,18.1,161.4
VLP-1003-1185,Villepinte,48.979533,2.529901,0.1,10,4,1.2,2025-10-03T10:00,16.2,0.49,0.934,6,2.21,1.62,5.3,53.3
MAL-1003-1186,Malakoff,48.816686,2.275353,0.588,10,4,1.05,2025-10-03T10:00,18.0,0.08,0.924,5,2.57,1.9,6.6,268.3
RSB-1003-1187,Roissy-en-Brie,48.799574,2.645219,0.798,14,4,1.1,2025-10-03T14:00,19.0,0.47,0.974,6,2.48,3.07,14.0,331.9
VLP-1003-1188,Villepinte,48.979016,2.522984,0.606,16,4,1.2,2025-10-03T16:00,21.0,0.0,0.891,2,2.59,2.88,11.2,244.6
VLP-1003-1189,Villepinte,48.971449,2.5419,0.184,21,4,1.2,2025-10-03T21:00,15.1,0.0,0.904,3,2.17,1.59,20.9,107.1
VLP-1003-1190,Villepinte,48.966727,2.542454,0.152,15,4,1.2,2025-10-03T15:00,23.7,0.0,0.915,4,2.86,2.65,15.8,65.4
RSB-1003-1191,Roissy-en-Brie,48.798304,2.637284,0.164,22,4,1.1,2025-10-03T22:00,13.2,0.07,0.871,5,1.16,1.41,13.6,78.0
MAL-1003-1192,Malakoff,48.812073,2.271147,0.367,18,4,1.522,2025-10-03T18:00,20.0,0.0,0.968,6,3.19,3.91,20.5,148.6
RSB-1003-1193,Roissy-en-Brie,48.788845,2.660274,0.409,6,4,1.1,2025-10-03T06:00,22.5,4.99,0.889,3,1.2,1.88,8.8,180.4
VRY-1003-1194,Viry-Chatillon,48.679195,2.372466,0.519,22,4,1.0,2025-10-03T22:00,17.8,1.52,0.978,7,3.36,3.63,13.6,248.2
BOB-1003-1195,Bobigny,48.913524,2.44546,0.434,18,4,1.667,2025-10-03T18:00,22.1,0.0,0.918,7,3.93,3.56,15.5,128.0
RSB-1003-1196,Roissy-en-Brie,48.795505,2.658071,0.48,20,4,1.595,2025-10-03T20:00,27.2,4.88,0.921,5,2.09,2.55,20.0,100.2
BOB-1003-1197,Bobigny,48.894353,2.455449,0.511,22,4,1.15,2025-10-03T22:00,20.4,2.14,0.93,7,1.65,1.24,13.1,234.2
MAL-1003-1198,Malakoff,48.809855,2.292027,0.272,7,4,1.522,2025-10-03T07:00,20.9,0.09,0.945,3,1.56,0.86,12.3,70.1
BOB-1003-1199,Bobigny,48.896368,2.458615,0.288,6,4,1.15,2025-10-03T06:00,22.9,0.83,0.931,2,2.09,2.81,17.7,118.4
VRY-1003-1200,Viry-Chatillon,48.673793,2.376658,0.942,6,4,1.0,2025-10-03T06:00,22.4,3.6,0.912,2,1.08,0.82,13.7,464.3
VLP-1003-1201,Villepinte,48.988469,2.562028,0.745,17,4,1.74,2025-10-03T17:00,19.6,0.0,0.985,3,3.95,3.88,24.7,219.9
VLP-1003-1202,Villepinte,48.964014,2.548539,0.48,20,4,1.74,2025-10-03T20:00,18.8,0.05,0.922,6,3.71,3.37,16.2,148.2
BOB-1003-1203,Bobigny,48.911246,2.467858,0.786,21,4,1.15,2025-10-03T21:00,27.3,1.28,0.935,5,1.02,1.41,10.3,335.6
MAL-1003-1204,Malakoff,48.821455,2.32762,0.687,13,4,1.05,2025-10-03T13:00,14.0,0.0,0.971,4,1.01,1.34,13.4,339.6
RSB-1003-1205,Roissy-en-Brie,48.788893,2.655444,0.324,14,4,1.1,2025-10-03T14:00,14.7,2.44,0.88,1,1.89,1.63,8.5,143.2
MAL-1003-1206,Malakoff,48.814461,2.283465,0.95,11,4,1.05,2025-10-03T11:00,19.0,0.35,0.873,1,1.05,0.22,11.8,437.8
MAL-1003-1207,Malakoff,48.838501,2.305971,0.664,16,4,1.05,2025-10-03T16:00,19.3,0.0,0.95,3,1.65,2.11,9.0,318.8
VRY-1003-1208,Viry-Chatillon,48.666308,2.349237,0.613,22,4,1.0,2025-10-03T22:00,13.5,0.0,0.901,5,2.01,1.3,11.8,281.4
BOB-1003-1209,Bobigny,48.910775,2.44326,0.448,19,4,1.667,2025-10-03T19:00,22.1,1.85,0.978,3,3.64,4.16,10.6,140.5
MAL-1003-1210,Malakoff,48.814799,2.311819,0.627,12,4,1.05,2025-10-03T12:00,19.3,0.63,0.919,3,2.13,1.84,3.0,282.7
MAL-1003-1211,Malakoff,48.800683,2.289443,0.22,11,4,1.05,2025-10-03T11:00,10.6,0.08,0.97,4,1.06,0.75,9.2,99.8
MAL-1003-1212,Malakoff,48.816468,2.300802,0.245,9,4,1.522,2025-10-03T09:00,21.6,0.2,0.957,7,3.0,2.72,21.0,94.4
RSB-1003-1213,Roissy-en-Brie,48.797454,2.643958,0.722,20,4,1.595,2025-10-03T20:00,17.0,2.72,0.959,5,2.45,2.83,16.2,213.1
BOB-1003-1214,Bobigny,48.915282,2.444604,0.407,14,4,1.15,2025-10-03T14:00,17.0,0.0,0.951,5,2.21,2.08,12.1,188.0
VRY-1003-1215,Viry-Chatillon,48.663834,2.360272,0.556,7,4,1.45,2025-10-03T07:00,25.7,0.76,0.982,5,2.74,2.31,13.2,186.9
VLP-1003-1216,Villepinte,48.973378,2.55253,0.319,22,4,1.2,2025-10-03T22:00,18.7,0.83,0.871,4,2.2,1.66,8.9,136.8
BOB-1003-1217,Bobigny,48.90587,2.461682,0.485,10,4,1.15,2025-10-03T10:00,19.0,1.74,0.97,4,1.21,1.03,11.0,241.7
VRY-1003-1218,Viry-Chatillon,48.665676,2.378675,0.46,14,4,1.0,2025-10-03T14:00,12.7,2.98,0.88,4,2.24,2.25,11.9,217.0
BOB-1003-1219,Bobigny,48.911988,2.430282,0.443,15,4,1.15,2025-10-03T15:00,16.7,0.43,0.887,1,2.22,1.61,11.1,193.9
VRY-1003-1220,Viry-Chatillon,48.668763,2.38726,0.392,22,4,1.0,2025-10-03T22:00,16.8,0.0,0.992,4,0.3,0.68,9.8,196.8
RSB-1003-1221,Roissy-en-Brie,48.784232,2.640682,0.552,12,4,1.1,2025-10-03T12:00,22.6,2.68,0.876,4,2.3,0.82,12.1,239.3
VRY-1003-1222,Viry-Chatillon,48.67046,2.378373,0.563,12,4,1.0,2025-10-03T12:00,17.1,4.24,0.951,0,1.75,1.34,17.7,284.2
RSB-1003-1223,Roissy-en-Brie,48.761727,2.649564,0.266,13,4,1.1,2025-10-03T13:00,17.7,0.62,0.989,1,1.08,0.85,11.6,101.6
BOB-1003-1224,Bobigny,48.90545,2.45801,0.323,19,4,1.667,2025-10-03T19:00,14.4,0.27,0.944,5,2.85,3.31,19.4,96.5
VRY-1003-1225,Viry-Chatillon,48.664519,2.363311,0.299,16,4,1.0,2025-10-03T16:00,22.6,0.81,0.869,2,1.67,1.58,9.4,148.6
VLP-1003-1226,Villepinte,48.968104,2.536513,0.578,20,4,1.74,2025-10-03T20:00,17.9,3.29,0.947,6,2.62,2.71,24.8,146.8
RSB-1003-1227,Roissy-en-Brie,48.787348,2.657032,0.453,18,4,1.595,2025-10-03T18:00,19.0,0.92,0.883,2,1.21,0.2,18.3,139.2
BOB-1003-1228,Bobigny,48.910876,2.42661,0.49,16,4,1.15,2025-10-03T16:00,10.2,0.55,0.991,2,1.76,1.42,22.4,202.4
BOB-1003-1229,Bobigny,48.914178,2.437825,0.438,12,4,1.15,2025-10-03T12:00,22.1,0.0,0.907,4,2.86,3.94,8.3,220.2
VLP-1003-1230,Villepinte,48.961939,2.558544,0.403,8,4,1.74,2025-10-03T08:00,12.2,0.06,0.978,4,3.25,3.5,15.5,130.7
RSB-1003-1231,Roissy-en-Brie,48.782385,2.665063,0.663,19,4,1.595,2025-10-03T19:00,15.1,0.0,0.866,4,2.44,2.86,18.2,203.1
MAL-1003-1232,Malakoff,48.834034,2.313363,0.575,20,4,1.522,2025-10-03T20:00,9.7,1.95,0.963,3,3.72,3.23,11.7,172.7
VLP-1003-1233,Villepinte,48.975144,2.579206,0.537,22,4,1.2,2025-10-03T22:00,18.8,0.6,0.876,5,2.27,1.9,11.9,203.1
RSB-1003-1234,Roissy-en-Brie,48.79403,2.65062,0.728,12,4,1.1,2025-10-03T12:00,21.5,1.94,0.868,2,2.9,2.26,8.7,312.9
MAL-1003-1235,Malakoff,48.815467,2.291736,0.1,22,4,1.05,2025-10-03T22:00,16.6,0.0,0.966,4,1.67,1.45,10.9,65.4
VLP-1003-1236,Villepinte,48.950466,2.54045,0.297,14,4,1.2,2025-10-03T14:00,15.4,1.71,0.894,3,2.02,1.93,16.2,139.8
MAL-1003-1237,Malakoff,48.812744,2.302809,0.242,15,4,1.05,2025-10-03T15:00,18.4,0.0,0.888,2,0.82,0.2,10.2,122.2
VRY-1003-1238,Viry-Chatillon,48.666052,2.368296,0.536,14,4,1.0,2025-10-03T14:00,18.0,0.0,0.906,4,1.21,0.27,7.6,276.5
RSB-1003-1239,Roissy-en-Brie,48.780784,2.645161,0.337,8,4,1.595,2025-10-03T08:00,19.5,4.45,0.899,4,2.35,2.68,13.8,132.0
VRY-1003-1240,Viry-Chatillon,48.678073,2.385256,0.667,22,4,1.0,2025-10-03T22:00,18.3,0.0,0.986,1,1.51,0.99,17.4,345.8
VLP-1003-1241,Villepinte,48.975577,2.553475,0.444,9,4,1.74,2025-10-03T09:00,18.9,0.8,0.946,9,3.06,2.42,21.5,128.3
VRY-1003-1242,Viry-Chatillon,48.671119,2.361475,0.586,7,4,1.45,2025-10-03T07:00,14.5,0.11,0.948,9,3.98,3.84,16.2,205.3
VLP-1003-1243,Villepinte,48.978854,2.527365,0.67,10,4,1.2,2025-10-03T10:00,22.2,0.0,0.89,1,2.41,2.88,9.8,292.8
VRY-1003-1244,Viry-Chatillon,48.657681,2.398137,0.511,16,4,1.0,2025-10-03T16:00,13.8,2.17,0.944,1,2.5,3.4,14.0,254.6
MAL-1003-1245,Malakoff,48.815685,2.29814,0.318,11,4,1.05,2025-10-03T11:00,12.0,0.0,0.911,4,1.7,2.17,9.9,152.9
BOB-1003-1246,Bobigny,48.90486,2.442391,0.1,12,4,1.15,2025-10-03T12:00,13.6,0.0,0.96,2,2.27,2.34,10.8,52.5
RSB-1003-1247,Roissy-en-Brie,48.781871,2.666655,0.474,6,4,1.1,2025-10-03T06:00,16.2,0.0,0.889,6,1.35,1.47,14.3,209.4
BOB-1003-1248,Bobigny,48.912939,2.436673,0.273,21,4,1.15,2025-10-03T21:00,22.0,0.0,0.864,1,1.34,1.81,11.6,108.0
MAL-1003-1249,Malakoff,48.822225,2.298394,0.475,10,4,1.05,2025-10-03T10:00,19.3,0.0,0.936,2,1.7,1.77,15.9,236.7
VRY-1003-1250,Viry-Chatillon,48.678471,2.355753,0.395,22,4,1.0,2025-10-03T22:00,15.4,0.79,0.986,4,1.17,0.91,11.0,192.4
VRY-1003-1251,Viry-Chatillon,48.674557,2.397777,0.226,14,4,1.0,2025-10-03T14:00,14.6,1.52,0.965,1,1.25,0.36,11.0,98.1
BOB-1003-1252,Bobigny,48.902133,2.475418,0.419,20,4,1.667,2025-10-03T20:00,14.9,1.19,0.887,3,1.95,1.33,19.1,150.6
MAL-1003-1253,Malakoff,48.82409,2.31376,0.634,14,4,1.05,2025-10-03T14:00,20.5,0.88,0.862,7,2.39,2.29,8.1,274.4
VRY-1003-1254,Viry-Chatillon,48.681912,2.367298,0.509,13,4,1.0,2025-10-03T13:00,19.3,1.28,0.966,6,2.04,0.85,15.4,240.0
BOB-1003-1255,Bobigny,48.916616,2.455808,0.585,22,4,1.15,2025-10-03T22:00,22.3,4.75,0.946,2,1.74,1.77,14.8,222.5
BOB-1003-1256,Bobigny,48.921451,2.472685,0.459,12,4,1.15,2025-10-03T12:00,16.7,0.82,0.873,4,0.99,1.76,15.5,198.9
VLP-1003-1257,Villepinte,48.956332,2.549154,0.388,9,4,1.74,2025-10-03T09:00,13.1,0.0,0.994,3,2.31,2.63,16.2,105.0
MAL-1003-1258,Malakoff,48.797362,2.288557,0.583,6,4,1.05,2025-10-03T06:00,17.2,0.37,0.937,7,1.14,1.42,9.0,287.1
VRY-1003-1259,Viry-Chatillon,48.655111,2.400633,0.431,20,4,1.45,2025-10-03T20:00,23.4,1.58,0.995,7,2.73,2.37,13.8,166.5
VRY-1003-1260,Viry-Chatillon,48.66081,2.396608,0.596,18,4,1.45,2025-10-03T18:00,20.4,0.41,0.893,5,2.25,2.52,19.4,184.5
BOB-1003-1261,Bobigny,48.910669,2.458331,0.501,11,4,1.15,2025-10-03T11:00,21.9,1.72,0.867,0,0.73,0.64,6.7,219.5
MAL-1003-1262,Malakoff,48.831402,2.282265,0.419,12,4,1.05,2025-10-03T12:00,13.9,0.94,0.895,1,2.15,2.51,10.7,190.5
VLP-1003-1263,Villepinte,48.9685,2.567986,0.317,12,4,1.2,2025-10-03T12:00,17.8,3.41,0.888,3,1.29,0.71,9.4,109.7
VRY-1003-1264,Viry-Chatillon,48.671123,2.373545,0.447,17,4,1.45,2025-10-03T17:00,20.6,2.16,0.914,2,2.35,2.42,14.5,190.5
MAL-1003-1265,Malakoff,48.810172,2.309838,0.513,20,4,1.522,2025-10-03T20:00,15.0,1.16,0.869,4,2.77,2.43,14.4,171.8
VLP-1003-1266,Villepinte,48.976866,2.521634,0.659,13,4,1.2,2025-10-03T13:00,8.7,0.0,0.983,4,1.84,0.59,13.0,269.4
VRY-1003-1267,Viry-Chatillon,48.658018,2.380112,0.43,7,4,1.45,2025-10-03T07:00,12.4,1.44,0.899,7,2.18,1.56,10.1,131.3
BOB-1003-1268,Bobigny,48.921,2.439531,0.385,22,4,1.15,2025-10-03T22:00,15.7,0.0,0.86,4,2.44,2.59,14.7,143.2
VRY-1003-1269,Viry-Chatillon,48.664376,2.368518,0.455,20,4,1.45,2025-10-03T20:00,20.1,0.0,0.899,10,2.24,3.28,15.8,160.1
BOB-1003-1270,Bobigny,48.91263,2.461181,0.34,14,4,1.15,2025-10-03T14:00,16.1,1.45,0.996,5,0.54,0.35,14.3,110.1
VRY-1003-1271,Viry-Chatillon,48.688482,2.391687,0.244,14,4,1.0,2025-10-03T14:00,17.5,0.0,0.986,3,0.91,0.56,7.7,135.1
MAL-1003-1272,Malakoff,48.827191,2.313195,0.602,19,4,1.522,2025-10-03T19:00,17.4,2.24,0.943,6,3.44,3.32,19.0,190.5
MAL-1003-1273,Malakoff,48.812146,2.280162,0.305,21,4,1.05,2025-10-03T21:00,14.7,0.0,0.979,3,1.95,1.4,12.4,160.3
VRY-1003-1274,Viry-Chatillon,48.659165,2.413205,0.552,11,4,1.0,2025-10-03T11:00,16.0,0.14,0.965,0,1.75,1.14,5.8,268.6
VRY-1003-1275,Viry-Chatillon,48.658078,2.370737,0.788,21,4,1.0,2025-10-03T21:00,23.8,1.61,0.869,2,0.69,0.96,5.0,388.5
VLP-1003-1276,Villepinte,48.974634,2.531258,0.902,11,4,1.2,2025-10-03T11:00,11.9,0.18,0.935,3,2.38,3.08,11.3,381.7
MAL-1003-1277,Malakoff,48.827604,2.292883,0.862,8,4,1.522,2025-10-03T08:00,21.4,0.0,0.954,6,3.01,1.97,22.4,288.5
BOB-1003-1278,Bobigny,48.919495,2.463858,0.548,22,4,1.15,2025-10-03T22:00,5.3,2.82,0.993,2,1.8,1.65,15.7,221.0
VRY-1003-1279,Viry-Chatillon,48.658225,2.385346,0.3,8,4,1.45,2025-10-03T08:00,20.3,1.67,0.971,7,2.01,1.15,14.5,87.6
MAL-1003-1280,Malakoff,48.820048,2.302983,0.403,6,4,1.05,2025-10-03T06:00,17.6,0.16,0.895,4,1.93,1.55,12.5,200.0
MAL-1003-1281,Malakoff,48.81491,2.279476,0.215,14,4,1.05,2025-10-03T14:00,12.3,0.0,0.983,5,1.65,1.67,14.3,95.7
MAL-1003-1282,Malakoff,48.829396,2.302576,0.323,7,4,1.522,2025-10-03T07:00,26.4,0.14,0.898,5,1.2,0.88,20.7,103.2
VRY-1003-1283,Viry-Chatillon,48.666323,2.373649,0.18,12,4,1.0,2025-10-03T12:00,16.8,3.51,0.935,3,0.37,0.58,5.7,92.6
VLP-1003-1284,Villepinte,48.9758,2.533397,0.451,8,4,1.74,2025-10-03T08:00,20.0,0.0,0.956,2,2.78,2.66,14.3,151.4
MAL-1003-1285,Malakoff,48.816874,2.303283,0.512,11,4,1.05,2025-10-03T11:00,18.6,1.19,0.877,3,1.83,2.08,15.1,266.6
MAL-1003-1286,Malakoff,48.816263,2.284245,0.95,22,4,1.05,2025-10-03T22:00,19.6,1.05,0.948,3,2.1,2.17,6.5,465.7
VLP-1003-1287,Villepinte,48.956459,2.541851,0.51,21,4,1.2,2025-10-03T21:00,15.3,0.84,0.943,3,2.06,1.99,11.9,197.2
VRY-1003-1288,Viry-Chatillon,48.664126,2.392715,0.455,11,4,1.0,2025-10-03T11:00,20.2,0.0,0.912,3,2.2,3.28,8.9,232.8
BOB-1003-1289,Bobigny,48.909745,2.458551,0.233,9,4,1.667,2025-10-03T09:00,18.7,0.0,0.948,3,2.87,3.26,25.0,92.2
BOB-1003-1290,Bobigny,48.89997,2.44798,0.401,21,4,1.15,2025-10-03T21:00,16.8,0.0,0.987,4,1.34,1.47,5.8,213.3
BOB-1003-1291,Bobigny,48.922976,2.432568,0.336,7,4,1.667,2025-10-03T07:00,20.2,2.23,0.988,9,3.2,3.71,22.8,74.5
MAL-1003-1292,Malakoff,48.815983,2.261211,0.36,18,4,1.522,2025-10-03T18:00,23.1,0.14,0.953,4,3.7,2.42,17.7,114.1
RSB-1003-1293,Roissy-en-Brie,48.796144,2.646743,0.529,7,4,1.595,2025-10-03T07:00,15.8,1.55,0.979,4,3.37,3.96,10.8,176.2
RSB-1003-1294,Roissy-en-Brie,48.801558,2.665965,0.42,22,4,1.1,2025-10-03T22:00,16.0,1.32,0.877,3,2.89,2.41,10.8,205.0
VLP-1003-1295,Villepinte,48.973555,2.545138,0.369,14,4,1.2,2025-10-03T14:00,18.2,0.37,0.868,5,2.28,1.87,14.7,157.6
MAL-1003-1296,Malakoff,48.831118,2.304927,0.608,22,4,1.05,2025-10-03T22:00,16.1,0.5,0.939,0,1.6,1.89,5.5,262.2
MAL-1003-1297,Malakoff,48.813612,2.316554,0.381,22,4,1.05,2025-10-03T22:00,13.8,2.6,0.917,3,2.11,2.32,4.9,208.1
VLP-1003-1298,Villepinte,48.975197,2.528774,0.529,16,4,1.2,2025-10-03T16:00,20.1,1.93,0.871,2,2.62,2.27,11.2,260.6
MAL-1003-1299,Malakoff,48.811645,2.320006,0.321,6,4,1.05,2025-10-03T06:00,11.6,0.0,0.949,7,1.52,1.27,8.1,141.1
MAL-1003-1300,Malakoff,48.815565,2.299866,0.466,11,4,1.05,2025-10-03T11:00,15.0,4.02,1.0,0,2.89,2.96,14.0,230.7
MAL-1003-1301,Malakoff,48.827064,2.310173,0.319,15,4,1.05,2025-10-03T15:00,14.6,0.52,0.891,0,1.39,1.42,8.3,128.0
VRY-1003-1302,Viry-Chatillon,48.683361,2.382643,0.43,21,4,1.0,2025-10-03T21:00,19.5,0.78,0.898,1,1.54,1.22,9.0,191.6
RSB-1003-1303,Roissy-en-Brie,48.809359,2.646077,0.454,13,4,1.1,2025-10-03T13:00,20.1,1.55,0.891,1,2.43,2.14,14.5,174.4
VLP-1003-1304,Villepinte,48.965047,2.55326,0.762,10,4,1.2,2025-10-03T10:00,16.8,0.0,0.903,3,0.69,0.2,11.3,308.2
RSB-1003-1305,Roissy-en-Brie,48.78078,2.63571,0.585,6,4,1.1,2025-10-03T06:00,12.2,0.01,0.918,4,1.75,1.26,13.4,252.0
BOB-1003-1306,Bobigny,48.919521,2.447779,0.467,12,4,1.15,2025-10-03T12:00,19.2,0.0,0.914,2,2.25,2.52,4.8,212.3
VRY-1003-1307,Viry-Chatillon,48.664113,2.379437,0.444,21,4,1.0,2025-10-03T21:00,23.6,2.9,0.921,1,1.53,0.91,7.7,181.9
MAL-1003-1308,Malakoff,48.823626,2.312156,0.354,7,4,1.522,2025-10-03T07:00,17.3,0.0,0.89,2,2.81,3.39,11.7,131.6
VLP-1003-1309,Villepinte,48.979578,2.558484,0.512,13,4,1.2,2025-10-03T13:00,8.9,0.0,0.992,4,1.03,1.47,9.3,221.0
RSB-1003-1310,Roissy-en-Brie,48.791926,2.643525,0.321,20,4,1.595,2025-10-03T20:00,26.4,0.79,0.96,6,1.71,1.69,15.3,106.5
RSB-1003-1311,Roissy-en-Brie,48.810217,2.662393,0.782,18,4,1.595,2025-10-03T18:00,11.0,1.71,0.89,5,2.96,2.88,14.0,233.1
BOB-1003-1312,Bobigny,48.920439,2.455613,0.363,16,4,1.15,2025-10-03T16:00,16.2,1.45,0.951,2,1.97,2.94,11.7,175.9
BOB-1003-1313,Bobigny,48.918841,2.453624,0.56,10,4,1.15,2025-10-03T10:00,20.3,0.06,0.874,0,1.1,1.03,16.8,205.5
RSB-1003-1314,Roissy-en-Brie,48.789485,2.627182,0.225,17,4,1.595,2025-10-03T17:00,21.7,6.88,0.884,6,1.18,1.49,19.0,53.5
VRY-1003-1315,Viry-Chatillon,48.660221,2.371478,0.363,9,4,1.45,2025-10-03T09:00,18.9,2.32,0.953,4,3.01,3.6,12.8,104.0
VRY-1003-1316,Viry-Chatillon,48.683142,2.376458,0.375,19,4,1.45,2025-10-03T19:00,9.3,0.0,0.915,4,2.76,2.89,18.8,117.6
RSB-1003-1317,Roissy-en-Brie,48.801841,2.642664,0.525,19,4,1.595,2025-10-03T19:00,12.8,2.76,0.997,6,3.02,3.73,12.3,158.8
VRY-1003-1318,Viry-Chatillon,48.66048,2.381922,0.766,13,4,1.0,2025-10-03T13:00,16.8,0.0,0.996,4,2.6,2.72,12.3,399.6
RSB-1003-1319,Roissy-en-Brie,48.792177,2.653424,0.632,7,4,1.595,2025-10-03T07:00,27.3,0.26,0.95,5,2.79,3.43,15.5,203.7
BOB-1003-1320,Bobigny,48.904476,2.438932,0.606,10,4,1.15,2025-10-03T10:00,16.3,1.27,0.988,3,2.9,2.84,8.7,260.6
RSB-1003-1321,Roissy-en-Brie,48.792599,2.654809,0.637,6,4,1.1,2025-10-03T06:00,22.9,0.0,0.968,4,1.22,1.33,11.3,284.7
MAL-1003-1322,Malakoff,48.817511,2.303712,0.545,13,4,1.05,2025-10-03T13:00,20.1,2.22,0.946,6,1.6,1.66,9.7,276.7
VLP-1003-1323,Villepinte,48.971923,2.549828,0.211,16,4,1.2,2025-10-03T16:00,17.5,0.0,0.889,3,1.71,2.51,18.7,79.5
MAL-1003-1324,Malakoff,48.83762,2.275873,0.452,14,4,1.05,2025-10-03T14:00,21.3,0.0,0.922,3,1.31,1.63,11.6,243.9
VRY-1003-1325,Viry-Chatillon,48.663253,2.391219,0.405,15,4,1.0,2025-10-03T15:00,17.2,6.99,0.98,5,1.79,2.06,7.8,179.3
VLP-1003-1326,Villepinte,48.972018,2.580246,0.883,10,4,1.2,2025-10-03T10:00,14.7,0.0,0.874,10,0.3,0.81,17.3,322.7
VRY-1003-1327,Viry-Chatillon,48.658184,2.36598,0.437,17,4,1.45,2025-10-03T17:00,17.9,6.79,0.979,6,2.27,1.24,12.2,116.7
RSB-1003-1328,Roissy-en-Brie,48.785515,2.630644,0.512,16,4,1.1,2025-10-03T16:00,20.1,2.7,0.94,4,1.81,1.62,16.4,235.0
VRY-1003-1329,Viry-Chatillon,48.681437,2.385015,0.324,19,4,1.45,2025-10-03T19:00,18.6,0.0,0.926,5,2.79,2.63,15.1,96.3
VRY-1003-1330,Viry-Chatillon,48.676212,2.371843,0.336,9,4,1.45,2025-10-03T09:00,18.4,2.98,0.87,6,1.93,0.73,12.2,121.3
RSB-1003-1331,Roissy-en-Brie,48.781089,2.660776,0.471,9,4,1.595,2025-10-03T09:00,14.8,0.0,0.984,9,2.07,0.84,17.0,133.3
MAL-1003-1332,Malakoff,48.822765,2.269772,0.45,19,4,1.522,2025-10-03T19:00,14.8,0.0,0.861,2,2.32,2.39,24.4,140.7
VLP-1003-1333,Villepinte,48.959885,2.540664,0.548,19,4,1.74,2025-10-03T19:00,11.7,2.75,0.877,3,1.74,0.84,17.9,113.7
RSB-1003-1334,Roissy-en-Brie,48.770651,2.648852,0.806,18,4,1.595,2025-10-03T18:00,13.5,0.0,0.937,6,2.77,2.01,17.1,249.5
BOB-1003-1335,Bobigny,48.914128,2.450427,0.235,13,4,1.15,2025-10-03T13:00,18.0,0.0,0.973,3,2.12,2.06,13.8,91.5
MAL-1003-1336,Malakoff,48.811585,2.291128,0.358,9,4,1.522,2025-10-03T09:00,16.8,0.43,0.92,4,1.6,2.23,18.1,122.7
VRY-1003-1337,Viry-Chatillon,48.678097,2.38002,0.389,9,4,1.45,2025-10-03T09:00,16.9,3.45,0.908,2,2.68,2.52,16.2,126.3
VRY-1003-1338,Viry-Chatillon,48.659271,2.361693,0.396,7,4,1.45,2025-10-03T07:00,21.2,2.25,0.865,1,3.81,4.8,16.2,89.9
RSB-1003-1339,Roissy-en-Brie,48.803447,2.673276,0.475,19,4,1.595,2025-10-03T19:00,28.3,0.0,0.948,1,3.35,3.89,14.3,134.2
RSB-1003-1340,Roissy-en-Brie,48.781901,2.636788,0.25,10,4,1.1,2025-10-03T10:00,26.3,10.17,0.912,3,2.64,1.29,17.4,96.7
BOB-1003-1341,Bobigny,48.915365,2.425225,0.448,8,4,1.667,2025-10-03T08:00,19.4,0.16,0.986,2,3.66,4.62,18.0,108.5
