vehicle_id,zone_name,latitude,longitude,soc_now,hour,day_of_week,demand_zone_score
VRY-1001-1349,Viry-Chatillon,48.670008,2.365041,0.154,16,2,1.0
MAL-1001-1350,Malakoff,48.815637,2.318026,0.605,9,2,1.522
MAL-1001-1351,Malakoff,48.827686,2.316826,0.104,12,2,1.05
RSB-1001-1352,Roissy-en-Brie,48.799727,2.642466,0.436,15,2,1.1
MAL-1001-1353,Malakoff,48.813925,2.308969,0.458,16,2,1.05
RSB-1001-1354,Roissy-en-Brie,48.778045,2.640199,0.4,12,2,1.1
BOB-1001-1355,Bobigny,48.917401,2.457767,0.465,14,2,1.15
MAL-1001-1356,Malakoff,48.811683,2.29524,0.382,6,2,1.05
VRY-1001-1357,Viry-Chatillon,48.669973,2.391364,0.563,16,2,1.0
MAL-1001-1358,Malakoff,48.819596,2.294886,0.634,22,2,1.05
VRY-1001-1359,Viry-Chatillon,48.672364,2.357042,0.481,21,2,1.0
VRY-1001-1360,Viry-Chatillon,48.653846,2.379761,0.265,12,2,1.0
BOB-1001-1361,Bobigny,48.920702,2.441723,0.613,21,2,1.15
BOB-1001-1362,Bobigny,48.908264,2.458075,0.701,9,2,1.667
RSB-1001-1363,Roissy-en-Brie,48.788924,2.656596,0.358,14,2,1.1
BOB-1001-1364,Bobigny,48.905575,2.466484,0.302,21,2,1.15
MAL-1001-1365,Malakoff,48.814706,2.288674,0.606,15,2,1.05
BOB-1001-1366,Bobigny,48.916734,2.463308,0.561,20,2,1.667
VLP-1001-1367,Villepinte,48.97167,2.546016,0.107,8,2,1.74
RSB-1001-1368,Roissy-en-Brie,48.772067,2.667534,0.318,13,2,1.1
MAL-1001-1369,Malakoff,48.803405,2.305193,0.625,18,2,1.522
VLP-1001-1370,Villepinte,48.965534,2.53961,0.446,18,2,1.74
VRY-1001-1371,Viry-Chatillon,48.674485,2.381228,0.674,12,2,1.0
VRY-1001-1372,Viry-Chatillon,48.662742,2.396649,0.465,8,2,1.45
VRY-1001-1373,Viry-Chatillon,48.690046,2.394065,0.325,7,2,1.45
BOB-1001-1374,Bobigny,48.915192,2.462199,0.521,17,2,1.667
BOB-1001-1375,Bobigny,48.909757,2.471734,0.379,19,2,1.667
RSB-1001-1376,Roissy-en-Brie,48.789186,2.649027,0.687,10,2,1.1
VLP-1001-1377,Villepinte,48.968882,2.537156,0.706,22,2,1.2
VRY-1001-1378,Viry-Chatillon,48.678298,2.388415,0.493,15,2,1.0
VLP-1001-1379,Villepinte,48.97159,2.545519,0.353,7,2,1.74
VLP-1001-1380,Villepinte,48.964304,2.546967,0.214,16,2,1.2
VRY-1001-1381,Viry-Chatillon,48.677044,2.369966,0.357,18,2,1.45
MAL-1001-1382,Malakoff,48.821643,2.327018,0.467,14,2,1.05
VRY-1001-1383,Viry-Chatillon,48.664792,2.339034,0.447,14,2,1.0
MAL-1001-1384,Malakoff,48.822534,2.277601,0.662,14,2,1.05
VRY-1001-1385,Viry-Chatillon,48.66477,2.403584,0.268,18,2,1.45
BOB-1001-1386,Bobigny,48.894459,2.427242,0.719,22,2,1.15
VLP-1001-1387,Villepinte,48.979513,2.522804,0.673,6,2,1.2
VLP-1001-1388,Villepinte,48.962639,2.546607,0.61,7,2,1.74
VRY-1001-1389,Viry-Chatillon,48.655777,2.393498,0.647,14,2,1.0
BOB-1001-1390,Bobigny,48.899962,2.437767,0.544,14,2,1.15
VRY-1001-1391,Viry-Chatillon,48.676974,2.384713,0.667,13,2,1.0
VLP-1001-1392,Villepinte,48.983754,2.546546,0.678,11,2,1.2
VRY-1001-1393,Viry-Chatillon,48.661089,2.390875,0.611,9,2,1.45
RSB-1001-1394,Roissy-en-Brie,48.791982,2.645242,0.628,16,2,1.1
VLP-1001-1395,Villepinte,48.95777,2.563789,0.415,7,2,1.74
VRY-1001-1396,Viry-Chatillon,48.673283,2.387213,0.371,7,2,1.45
RSB-1001-1397,Roissy-en-Brie,48.776899,2.681939,0.599,20,2,1.595
RSB-1001-1398,Roissy-en-Brie,48.790803,2.640644,0.69,18,2,1.595
BOB-1001-1399,Bobigny,48.912293,2.438839,0.463,8,2,1.667
MAL-1001-1400,Malakoff,48.832608,2.290946,0.357,16,2,1.05
RSB-1001-1401,Roissy-en-Brie,48.786565,2.653552,0.675,8,2,1.595
VLP-1001-1402,Villepinte,48.996101,2.569028,0.287,15,2,1.2
VRY-1001-1403,Viry-Chatillon,48.657029,2.369403,0.413,6,2,1.0
BOB-1001-1404,Bobigny,48.90879,2.45356,0.497,8,2,1.667
RSB-1001-1405,Roissy-en-Brie,48.794644,2.643221,0.523,18,2,1.595
BOB-1001-1406,Bobigny,48.905166,2.47291,0.356,7,2,1.667
MAL-1001-1407,Malakoff,48.816186,2.307269,0.438,9,2,1.522
RSB-1001-1408,Roissy-en-Brie,48.805345,2.643188,0.294,6,2,1.1
RSB-1001-1409,Roissy-en-Brie,48.795646,2.667194,0.366,9,2,1.595
MAL-1001-1410,Malakoff,48.801685,2.308528,0.6,13,2,1.05
MAL-1001-1411,Malakoff,48.807524,2.292843,0.253,18,2,1.522
MAL-1001-1412,Malakoff,48.819055,2.295911,0.624,20,2,1.522
MAL-1001-1413,Malakoff,48.822329,2.295293,0.671,6,2,1.05
MAL-1001-1414,Malakoff,48.821702,2.303912,0.313,6,2,1.05
BOB-1001-1415,Bobigny,48.903801,2.433135,0.62,13,2,1.15
VLP-1001-1416,Villepinte,48.962413,2.556429,0.561,13,2,1.2
VLP-1001-1417,Villepinte,48.979681,2.558981,0.632,20,2,1.74
VRY-1001-1418,Viry-Chatillon,48.676731,2.367618,0.799,10,2,1.0
BOB-1001-1419,Bobigny,48.899839,2.470584,0.455,13,2,1.15
RSB-1001-1420,Roissy-en-Brie,48.784879,2.662051,0.647,10,2,1.1
VLP-1001-1421,Villepinte,48.974526,2.556733,0.578,12,2,1.2
VRY-1001-1422,Viry-Chatillon,48.666095,2.372292,0.521,8,2,1.45
VRY-1001-1423,Viry-Chatillon,48.661988,2.37892,0.451,16,2,1.0
RSB-1001-1424,Roissy-en-Brie,48.798336,2.654083,0.698,20,2,1.595
BOB-1001-1425,Bobigny,48.921299,2.464489,0.349,13,2,1.15
BOB-1001-1426,Bobigny,48.916174,2.44499,0.54,20,2,1.667
MAL-1001-1427,Malakoff,48.814219,2.297513,0.437,19,2,1.522
VRY-1001-1428,Viry-Chatillon,48.681939,2.380582,0.251,13,2,1.0
MAL-1001-1429,Malakoff,48.821917,2.292342,0.54,21,2,1.05
RSB-1001-1430,Roissy-en-Brie,48.783798,2.65277,0.715,11,2,1.1
BOB-1001-1431,Bobigny,48.915389,2.46178,0.665,16,2,1.15
VRY-1001-1432,Viry-Chatillon,48.676965,2.379358,0.574,8,2,1.45
BOB-1001-1433,Bobigny,48.915489,2.435714,0.492,15,2,1.15
VLP-1001-1434,Villepinte,48.979447,2.561537,0.338,8,2,1.74
VLP-1001-1435,Villepinte,48.964914,2.546898,0.593,12,2,1.2
BOB-1001-1436,Bobigny,48.903939,2.44763,0.468,15,2,1.15
RSB-1001-1437,Roissy-en-Brie,48.787356,2.630466,0.336,15,2,1.1
VRY-1001-1438,Viry-Chatillon,48.66933,2.396384,0.631,19,2,1.45
BOB-1001-1439,Bobigny,48.913721,2.467391,0.597,11,2,1.15
BOB-1001-1440,Bobigny,48.908639,2.444485,0.411,15,2,1.15
VRY-1001-1441,Viry-Chatillon,48.660385,2.360395,0.264,18,2,1.45
RSB-1001-1442,Roissy-en-Brie,48.795182,2.65037,0.302,16,2,1.1
VRY-1001-1443,Viry-Chatillon,48.665103,2.376805,0.636,20,2,1.45
MAL-1001-1444,Malakoff,48.813791,2.289005,0.726,20,2,1.522
MAL-1001-1445,Malakoff,48.815886,2.300185,0.176,20,2,1.522
VRY-1001-1446,Viry-Chatillon,48.656898,2.39666,0.528,6,2,1.0
RSB-1001-1447,Roissy-en-Brie,48.791239,2.651597,0.614,16,2,1.1
RSB-1001-1448,Roissy-en-Brie,48.797167,2.639218,0.378,8,2,1.595
BOB-1001-1449,Bobigny,48.911195,2.455742,0.267,17,2,1.667
RSB-1001-1450,Roissy-en-Brie,48.791723,2.66595,0.49,16,2,1.1
VRY-1001-1451,Viry-Chatillon,48.673739,2.399314,0.314,19,2,1.45
BOB-1001-1452,Bobigny,48.926755,2.449378,0.602,18,2,1.667
VRY-1001-1453,Viry-Chatillon,48.666172,2.35725,0.303,15,2,1.0
MAL-1001-1454,Malakoff,48.824836,2.284265,0.65,19,2,1.522
MAL-1001-1455,Malakoff,48.822292,2.317635,0.506,20,2,1.522
RSB-1001-1456,Roissy-en-Brie,48.796483,2.655193,0.789,21,2,1.1
BOB-1001-1457,Bobigny,48.921645,2.462674,0.381,10,2,1.15
BOB-1001-1458,Bobigny,48.906689,2.451813,0.663,17,2,1.667
RSB-1001-1459,Roissy-en-Brie,48.776252,2.656608,0.323,15,2,1.1
MAL-1001-1460,Malakoff,48.812064,2.305741,0.375,12,2,1.05
RSB-1001-1461,Roissy-en-Brie,48.788808,2.653766,0.539,8,2,1.595
RSB-1001-1462,Roissy-en-Brie,48.78749,2.653902,0.586,11,2,1.1
VLP-1001-1463,Villepinte,48.963287,2.549204,0.486,10,2,1.2
MAL-1001-1464,Malakoff,48.834003,2.33167,0.44,13,2,1.05
VLP-1001-1465,Villepinte,48.985355,2.566892,0.567,22,2,1.2
RSB-1001-1466,Roissy-en-Brie,48.793459,2.634228,0.282,22,2,1.1
MAL-1001-1467,Malakoff,48.82392,2.301475,0.777,6,2,1.05
MAL-1001-1468,Malakoff,48.812472,2.29998,0.433,18,2,1.522
VLP-1001-1469,Villepinte,48.973385,2.567303,0.173,17,2,1.74
VLP-1001-1470,Villepinte,48.98006,2.560902,0.599,15,2,1.2
VLP-1001-1471,Villepinte,48.963893,2.548319,0.49,7,2,1.74
RSB-1001-1472,Roissy-en-Brie,48.782266,2.67837,0.349,10,2,1.1
VLP-1001-1473,Villepinte,48.973023,2.556201,0.379,18,2,1.74
VRY-1001-1474,Viry-Chatillon,48.673665,2.403125,0.47,16,2,1.0
MAL-1001-1475,Malakoff,48.839041,2.313525,0.502,14,2,1.05
VRY-1001-1476,Viry-Chatillon,48.674631,2.379944,0.109,8,2,1.45
MAL-1001-1477,Malakoff,48.804644,2.272219,0.227,12,2,1.05
VLP-1001-1478,Villepinte,48.974382,2.560742,0.474,20,2,1.74
RSB-1001-1479,Roissy-en-Brie,48.777183,2.645487,0.696,11,2,1.1
MAL-1001-1480,Malakoff,48.824329,2.301036,0.406,21,2,1.05
BOB-1001-1481,Bobigny,48.908015,2.451163,0.803,18,2,1.667
VRY-1001-1482,Viry-Chatillon,48.672976,2.387235,0.709,20,2,1.45
VLP-1001-1483,Villepinte,48.974072,2.553179,0.279,11,2,1.2
BOB-1001-1484,Bobigny,48.909414,2.456441,0.503,13,2,1.15
BOB-1001-1485,Bobigny,48.915118,2.471044,0.391,14,2,1.15
VLP-1001-1486,Villepinte,48.961099,2.568886,0.335,21,2,1.2
MAL-1001-1487,Malakoff,48.808401,2.327472,0.164,6,2,1.05
BOB-1001-1488,Bobigny,48.907682,2.44175,0.414,15,2,1.15
MAL-1001-1489,Malakoff,48.818892,2.288665,0.404,22,2,1.05
VRY-1001-1490,Viry-Chatillon,48.67412,2.386765,0.247,8,2,1.45
VLP-1001-1491,Villepinte,48.964276,2.562955,0.293,21,2,1.2
MAL-1001-1492,Malakoff,48.830223,2.291648,0.428,6,2,1.05
MAL-1001-1493,Malakoff,48.82197,2.294342,0.729,8,2,1.522
MAL-1001-1494,Malakoff,48.817044,2.311372,0.553,22,2,1.05
VRY-1001-1495,Viry-Chatillon,48.68029,2.364837,0.312,9,2,1.45
VRY-1001-1496,Viry-Chatillon,48.670855,2.36419,0.376,18,2,1.45
VRY-1001-1497,Viry-Chatillon,48.683869,2.400161,0.271,10,2,1.0
RSB-1001-1498,Roissy-en-Brie,48.779415,2.663134,0.1,13,2,1.1
VRY-1001-1499,Viry-Chatillon,48.662709,2.369217,0.502,14,2,1.0
VLP-1001-1500,Villepinte,48.981908,2.556386,0.321,18,2,1.74
VRY-1001-1501,Viry-Chatillon,48.670441,2.38367,0.524,8,2,1.45
RSB-1001-1502,Roissy-en-Brie,48.786844,2.650487,0.581,17,2,1.595
RSB-1001-1503,Roissy-en-Brie,48.791289,2.667135,0.538,12,2,1.1
VLP-1001-1504,Villepinte,48.973304,2.540459,0.386,13,2,1.2
VRY-1001-1505,Viry-Chatillon,48.664646,2.384681,0.343,18,2,1.45
BOB-1001-1506,Bobigny,48.896079,2.456564,0.824,14,2,1.15
MAL-1001-1507,Malakoff,48.829986,2.293375,0.211,12,2,1.05
VRY-1001-1508,Viry-Chatillon,48.656934,2.376182,0.423,14,2,1.0
MAL-1001-1509,Malakoff,48.81797,2.291616,0.557,21,2,1.05
VRY-1001-1510,Viry-Chatillon,48.667104,2.392071,0.407,19,2,1.45
RSB-1001-1511,Roissy-en-Brie,48.798087,2.641741,0.605,10,2,1.1
MAL-1001-1512,Malakoff,48.804601,2.304732,0.315,6,2,1.05
VLP-1001-1513,Villepinte,48.969087,2.535323,0.567,8,2,1.74
VRY-1001-1514,Viry-Chatillon,48.675433,2.363031,0.524,22,2,1.0
VRY-1001-1515,Viry-Chatillon,48.668974,2.408395,0.289,14,2,1.0
VRY-1001-1516,Viry-Chatillon,48.672988,2.396285,0.462,8,2,1.45
VRY-1001-1517,Viry-Chatillon,48.667806,2.365691,0.571,13,2,1.0
RSB-1001-1518,Roissy-en-Brie,48.78252,2.663782,0.734,17,2,1.595
VLP-1001-1519,Villepinte,48.962491,2.540775,0.68,14,2,1.2
VRY-1001-1520,Viry-Chatillon,48.670925,2.350237,0.652,13,2,1.0
MAL-1001-1521,Malakoff,48.827077,2.319889,0.708,21,2,1.05
VLP-1001-1522,Villepinte,48.987221,2.543344,0.537,16,2,1.2
VLP-1001-1523,Villepinte,48.963141,2.559247,0.701,11,2,1.2
MAL-1001-1524,Malakoff,48.821516,2.297994,0.197,12,2,1.05
RSB-1001-1525,Roissy-en-Brie,48.798201,2.645387,0.651,11,2,1.1
BOB-1001-1526,Bobigny,48.904436,2.440482,0.512,18,2,1.667
VLP-1001-1527,Villepinte,48.962139,2.567544,0.328,8,2,1.74
VRY-1001-1528,Viry-Chatillon,48.657043,2.361408,0.598,14,2,1.0
VLP-1001-1529,Villepinte,48.972874,2.551702,0.668,12,2,1.2
RSB-1001-1530,Roissy-en-Brie,48.799692,2.644497,0.603,16,2,1.1
BOB-1001-1531,Bobigny,48.920457,2.44715,0.585,17,2,1.667
VLP-1001-1532,Villepinte,48.978792,2.558314,0.568,11,2,1.2
VRY-1001-1533,Viry-Chatillon,48.660494,2.368247,0.74,22,2,1.0
BOB-1001-1534,Bobigny,48.92327,2.433764,0.188,8,2,1.667
VRY-1001-1535,Viry-Chatillon,48.660928,2.380937,0.867,20,2,1.45
BOB-1001-1536,Bobigny,48.91458,2.441001,0.369,16,2,1.15
BOB-1001-1537,Bobigny,48.923309,2.456308,0.575,12,2,1.15
RSB-1001-1538,Roissy-en-Brie,48.786898,2.663616,0.352,11,2,1.1
VRY-1001-1539,Viry-Chatillon,48.674404,2.375471,0.4,8,2,1.45
RSB-1001-1540,Roissy-en-Brie,48.794968,2.646426,0.218,7,2,1.595
BOB-1001-1541,Bobigny,48.906826,2.43592,0.58,15,2,1.15
VLP-1001-1542,Villepinte,48.977526,2.544935,0.677,12,2,1.2
VRY-1001-1543,Viry-Chatillon,48.692839,2.393409,0.364,17,2,1.45
VLP-1001-1544,Villepinte,48.961906,2.552527,0.428,17,2,1.74
VRY-1001-1545,Viry-Chatillon,48.655181,2.378866,0.341,18,2,1.45
RSB-1001-1546,Roissy-en-Brie,48.774976,2.660035,0.646,17,2,1.595
BOB-1001-1547,Bobigny,48.912213,2.450609,0.46,14,2,1.15
VRY-1001-1548,Viry-Chatillon,48.669934,2.369625,0.557,14,2,1.0
BOB-1001-1549,Bobigny,48.904811,2.44191,0.691,12,2,1.15
VRY-1001-1550,Viry-Chatillon,48.663385,2.397359,0.241,18,2,1.45
BOB-1001-1551,Bobigny,48.909033,2.461737,0.285,11,2,1.15
RSB-1001-1552,Roissy-en-Brie,48.800113,2.660225,0.91,13,2,1.1
RSB-1001-1553,Roissy-en-Brie,48.797828,2.657586,0.25,8,2,1.595
MAL-1001-1554,Malakoff,48.813008,2.292349,0.629,18,2,1.522
MAL-1001-1555,Malakoff,48.841376,2.317277,0.739,19,2,1.522
MAL-1001-1556,Malakoff,48.833701,2.313404,0.1,10,2,1.05
BOB-1001-1557,Bobigny,48.907537,2.440069,0.351,9,2,1.667
VRY-1001-1558,Viry-Chatillon,48.669968,2.38932,0.325,16,2,1.0
VRY-1001-1559,Viry-Chatillon,48.661328,2.364333,0.37,15,2,1.0
RSB-1001-1560,Roissy-en-Brie,48.794517,2.653339,0.379,8,2,1.595
BOB-1001-1561,Bobigny,48.900492,2.452596,0.492,8,2,1.667
VLP-1001-1562,Villepinte,48.974348,2.575883,0.275,6,2,1.2
VRY-1001-1563,Viry-Chatillon,48.668488,2.39033,0.486,6,2,1.0
RSB-1001-1564,Roissy-en-Brie,48.781832,2.666123,0.143,20,2,1.595
VLP-1001-1565,Villepinte,48.967208,2.546638,0.479,10,2,1.2
VRY-1001-1566,Viry-Chatillon,48.666977,2.357935,0.693,13,2,1.0
VLP-1001-1567,Villepinte,48.983815,2.543206,0.545,18,2,1.74
RSB-1001-1568,Roissy-en-Brie,48.793914,2.629625,0.562,20,2,1.595
BOB-1001-1569,Bobigny,48.91057,2.466037,0.478,10,2,1.15
VRY-1001-1570,Viry-Chatillon,48.654579,2.391045,0.583,12,2,1.0
RSB-1001-1571,Roissy-en-Brie,48.806197,2.643599,0.352,16,2,1.1
MAL-1001-1572,Malakoff,48.809626,2.283419,0.608,15,2,1.05
VRY-1001-1573,Viry-Chatillon,48.660721,2.401985,0.441,12,2,1.0
VRY-1001-1574,Viry-Chatillon,48.677172,2.375187,0.323,22,2,1.0
RSB-1001-1575,Roissy-en-Brie,48.780728,2.63518,0.49,20,2,1.595
VRY-1001-1576,Viry-Chatillon,48.668544,2.37882,0.557,21,2,1.0
RSB-1001-1577,Roissy-en-Brie,48.782436,2.661785,0.562,20,2,1.595
VRY-1001-1578,Viry-Chatillon,48.670845,2.383115,0.501,8,2,1.45
RSB-1001-1579,Roissy-en-Brie,48.79254,2.644081,0.1,18,2,1.595
BOB-1001-1580,Bobigny,48.898491,2.44193,0.702,7,2,1.667
BOB-1001-1581,Bobigny,48.927459,2.457844,0.519,7,2,1.667
VLP-1001-1582,Villepinte,48.974636,2.559605,0.774,6,2,1.2
RSB-1001-1583,Roissy-en-Brie,48.781168,2.656385,0.579,6,2,1.1
VLP-1001-1584,Villepinte,48.961085,2.55464,0.443,16,2,1.2
VRY-1001-1585,Viry-Chatillon,48.682419,2.371121,0.439,16,2,1.0
MAL-1001-1586,Malakoff,48.817327,2.293156,0.457,16,2,1.05
MAL-1001-1587,Malakoff,48.822266,2.290544,0.572,14,2,1.05
RSB-1001-1588,Roissy-en-Brie,48.780318,2.650042,0.179,17,2,1.595
BOB-1001-1589,Bobigny,48.910313,2.448998,0.286,20,2,1.667
MAL-1001-1590,Malakoff,48.839634,2.287294,0.31,10,2,1.05
MAL-1001-1591,Malakoff,48.822264,2.319592,0.393,15,2,1.05
VRY-1001-1592,Viry-Chatillon,48.652286,2.37966,0.341,14,2,1.0
VLP-1001-1593,Villepinte,48.976608,2.560347,0.1,8,2,1.74
VRY-1001-1594,Viry-Chatillon,48.667616,2.378553,0.289,20,2,1.45
VRY-1001-1595,Viry-Chatillon,48.67585,2.379162,0.1,15,2,1.0
RSB-1001-1596,Roissy-en-Brie,48.791822,2.660935,0.548,8,2,1.595
BOB-1001-1597,Bobigny,48.894467,2.460938,0.692,22,2,1.15
MAL-1001-1598,Malakoff,48.814377,2.323106,0.518,14,2,1.05
BOB-1001-1599,Bobigny,48.919734,2.45632,0.39,14,2,1.15
