vehicle_id,zone_name,latitude,longitude,soc_now,hour,day_of_week,demand_zone_score
VLP-1002-1348,Villepinte,48.986077,2.551042,0.63,16,3,1.2
MAL-1002-1349,Malakoff,48.806338,2.327004,0.417,13,3,1.05
VLP-1002-1350,Villepinte,48.985267,2.550863,0.406,13,3,1.2
VRY-1002-1351,Viry-Chatillon,48.678751,2.375236,0.601,10,3,1.0
VLP-1002-1352,Villepinte,48.984156,2.525501,0.255,10,3,1.2
VLP-1002-1353,Villepinte,48.980711,2.542527,0.388,15,3,1.2
BOB-1002-1354,Bobigny,48.901821,2.443317,0.317,18,3,1.667
VRY-1002-1355,Viry-Chatillon,48.66196,2.373297,0.645,16,3,1.0
VRY-1002-1356,Viry-Chatillon,48.668082,2.37509,0.406,17,3,1.45
VRY-1002-1357,Viry-Chatillon,48.663263,2.392109,0.344,20,3,1.45
RSB-1002-1358,Roissy-en-Brie,48.796506,2.654339,0.814,22,3,1.1
MAL-1002-1359,Malakoff,48.811049,2.303771,0.493,22,3,1.05
BOB-1002-1360,Bobigny,48.917213,2.439424,0.296,7,3,1.667
VRY-1002-1361,Viry-Chatillon,48.684894,2.392742,0.313,16,3,1.0
BOB-1002-1362,Bobigny,48.911502,2.449283,0.504,11,3,1.15
RSB-1002-1363,Roissy-en-Brie,48.802156,2.660605,0.508,10,3,1.1
RSB-1002-1364,Roissy-en-Brie,48.781082,2.644603,0.396,15,3,1.1
RSB-1002-1365,Roissy-en-Brie,48.785207,2.634973,0.388,22,3,1.1
VRY-1002-1366,Viry-Chatillon,48.675046,2.366281,0.108,10,3,1.0
MAL-1002-1367,Malakoff,48.822564,2.300645,0.323,9,3,1.522
MAL-1002-1368,Malakoff,48.830453,2.268626,0.625,21,3,1.05
MAL-1002-1369,Malakoff,48.825676,2.30778,0.271,8,3,1.522
VLP-1002-1370,Villepinte,48.976693,2.545716,0.44,19,3,1.74
VLP-1002-1371,Villepinte,48.96928,2.548263,0.665,20,3,1.74
BOB-1002-1372,Bobigny,48.899881,2.432087,0.328,18,3,1.667
RSB-1002-1373,Roissy-en-Brie,48.806409,2.654918,0.548,10,3,1.1
BOB-1002-1374,Bobigny,48.902525,2.445207,0.393,22,3,1.15
VLP-1002-1375,Villepinte,48.969513,2.541419,0.729,17,3,1.74
VLP-1002-1376,Villepinte,48.962625,2.5606,0.506,13,3,1.2
BOB-1002-1377,Bobigny,48.910405,2.455915,0.54,11,3,1.15
BOB-1002-1378,Bobigny,48.910239,2.440783,0.355,21,3,1.15
MAL-1002-1379,Malakoff,48.823703,2.304584,0.261,13,3,1.05
BOB-1002-1380,Bobigny,48.912913,2.441617,0.329,20,3,1.667
VRY-1002-1381,Viry-Chatillon,48.661894,2.388439,0.575,19,3,1.45
VRY-1002-1382,Viry-Chatillon,48.668131,2.377203,0.297,13,3,1.0
RSB-1002-1383,Roissy-en-Brie,48.790746,2.669783,0.516,20,3,1.595
BOB-1002-1384,Bobigny,48.91782,2.465178,0.46,8,3,1.667
VRY-1002-1385,Viry-Chatillon,48.685718,2.383783,0.443,13,3,1.0
MAL-1002-1386,Malakoff,48.824965,2.28654,0.793,10,3,1.05
BOB-1002-1387,Bobigny,48.91797,2.450176,0.49,12,3,1.15
RSB-1002-1388,Roissy-en-Brie,48.783709,2.632829,0.516,6,3,1.1
VLP-1002-1389,Villepinte,48.967138,2.556508,0.74,17,3,1.74
VLP-1002-1390,Villepinte,48.971176,2.550845,0.216,11,3,1.2
MAL-1002-1391,Malakoff,48.814808,2.28772,0.277,22,3,1.05
RSB-1002-1392,Roissy-en-Brie,48.804059,2.657713,0.43,13,3,1.1
BOB-1002-1393,Bobigny,48.90035,2.424563,0.653,6,3,1.15
VRY-1002-1394,Viry-Chatillon,48.681732,2.384411,0.494,11,3,1.0
MAL-1002-1395,Malakoff,48.808277,2.305276,0.234,11,3,1.05
VLP-1002-1396,Villepinte,48.988891,2.555727,0.554,21,3,1.2
MAL-1002-1397,Malakoff,48.811284,2.30515,0.192,11,3,1.05
VRY-1002-1398,Viry-Chatillon,48.666931,2.373838,0.355,9,3,1.45
MAL-1002-1399,Malakoff,48.833918,2.316215,0.1,11,3,1.05
BOB-1002-1400,Bobigny,48.90109,2.424803,0.397,6,3,1.15
VRY-1002-1401,Viry-Chatillon,48.678223,2.382941,0.195,18,3,1.45
VLP-1002-1402,Villepinte,48.966964,2.544389,0.417,18,3,1.74
VLP-1002-1403,Villepinte,48.967075,2.551279,0.722,8,3,1.74
RSB-1002-1404,Roissy-en-Brie,48.774745,2.648628,0.309,11,3,1.1
BOB-1002-1405,Bobigny,48.905567,2.434264,0.496,8,3,1.667
MAL-1002-1406,Malakoff,48.809462,2.289416,0.273,11,3,1.05
VRY-1002-1407,Viry-Chatillon,48.678987,2.362802,0.193,9,3,1.45
BOB-1002-1408,Bobigny,48.906523,2.448301,0.615,22,3,1.15
MAL-1002-1409,Malakoff,48.835179,2.307519,0.575,7,3,1.522
VLP-1002-1410,Villepinte,48.971565,2.525468,0.612,19,3,1.74
BOB-1002-1411,Bobigny,48.910547,2.446652,0.918,21,3,1.15
RSB-1002-1412,Roissy-en-Brie,48.804889,2.655824,0.252,21,3,1.1
BOB-1002-1413,Bobigny,48.907004,2.455053,0.376,15,3,1.15
BOB-1002-1414,Bobigny,48.904713,2.437332,0.767,13,3,1.15
MAL-1002-1415,Malakoff,48.836787,2.335703,0.339,15,3,1.05
MAL-1002-1416,Malakoff,48.822084,2.286208,0.439,18,3,1.522
BOB-1002-1417,Bobigny,48.897608,2.462653,0.172,9,3,1.667
VLP-1002-1418,Villepinte,48.979198,2.545932,0.297,12,3,1.2
MAL-1002-1419,Malakoff,48.830042,2.303077,0.496,22,3,1.05
BOB-1002-1420,Bobigny,48.91169,2.459788,0.401,18,3,1.667
VLP-1002-1421,Villepinte,48.97733,2.571181,0.595,18,3,1.74
RSB-1002-1422,Roissy-en-Brie,48.787568,2.662123,0.384,14,3,1.1
RSB-1002-1423,Roissy-en-Brie,48.779836,2.647015,0.24,6,3,1.1
RSB-1002-1424,Roissy-en-Brie,48.771677,2.652199,0.593,21,3,1.1
VRY-1002-1425,Viry-Chatillon,48.660556,2.398296,0.36,6,3,1.0
VRY-1002-1426,Viry-Chatillon,48.672301,2.39269,0.224,22,3,1.0
RSB-1002-1427,Roissy-en-Brie,48.787739,2.641289,0.179,10,3,1.1
MAL-1002-1428,Malakoff,48.819946,2.297327,0.616,9,3,1.522
BOB-1002-1429,Bobigny,48.919237,2.451522,0.368,17,3,1.667
VLP-1002-1430,Villepinte,48.946894,2.544534,0.53,11,3,1.2
VRY-1002-1431,Viry-Chatillon,48.664261,2.357997,0.546,15,3,1.0
VLP-1002-1432,Villepinte,48.979722,2.541361,0.851,17,3,1.74
MAL-1002-1433,Malakoff,48.81587,2.299122,0.474,14,3,1.05
BOB-1002-1434,Bobigny,48.894233,2.450662,0.689,10,3,1.15
BOB-1002-1435,Bobigny,48.88162,2.432444,0.304,11,3,1.15
MAL-1002-1436,Malakoff,48.834185,2.301301,0.683,22,3,1.05
VLP-1002-1437,Villepinte,48.974211,2.533224,0.258,21,3,1.2
BOB-1002-1438,Bobigny,48.913233,2.432125,0.176,19,3,1.667
MAL-1002-1439,Malakoff,48.814123,2.309222,0.526,6,3,1.05
MAL-1002-1440,Malakoff,48.829595,2.297536,0.283,12,3,1.05
VRY-1002-1441,Viry-Chatillon,48.672325,2.374378,0.398,9,3,1.45
MAL-1002-1442,Malakoff,48.81971,2.288161,0.168,18,3,1.522
VLP-1002-1443,Villepinte,48.970119,2.568325,0.386,7,3,1.74
VRY-1002-1444,Viry-Chatillon,48.677918,2.402943,0.112,17,3,1.45
VRY-1002-1445,Viry-Chatillon,48.664417,2.396106,0.43,6,3,1.0
MAL-1002-1446,Malakoff,48.823237,2.321938,0.412,9,3,1.522
BOB-1002-1447,Bobigny,48.899574,2.451259,0.456,10,3,1.15
MAL-1002-1448,Malakoff,48.816412,2.315069,0.505,7,3,1.522
VRY-1002-1449,Viry-Chatillon,48.666406,2.36963,0.582,19,3,1.45
VLP-1002-1450,Villepinte,48.953096,2.547556,0.666,22,3,1.2
MAL-1002-1451,Malakoff,48.812303,2.307217,0.1,11,3,1.05
MAL-1002-1452,Malakoff,48.826915,2.316726,0.147,9,3,1.522
RSB-1002-1453,Roissy-en-Brie,48.770426,2.630061,0.43,21,3,1.1
MAL-1002-1454,Malakoff,48.812674,2.31426,0.431,10,3,1.05
VRY-1002-1455,Viry-Chatillon,48.685192,2.358241,0.382,19,3,1.45
RSB-1002-1456,Roissy-en-Brie,48.779066,2.660965,0.395,21,3,1.1
RSB-1002-1457,Roissy-en-Brie,48.785248,2.618944,0.551,9,3,1.595
VLP-1002-1458,Villepinte,48.960031,2.54825,0.885,18,3,1.74
RSB-1002-1459,Roissy-en-Brie,48.779963,2.647798,0.829,17,3,1.595
VLP-1002-1460,Villepinte,48.970783,2.562292,0.704,22,3,1.2
MAL-1002-1461,Malakoff,48.810843,2.315584,0.251,9,3,1.522
VRY-1002-1462,Viry-Chatillon,48.673275,2.392758,0.688,22,3,1.0
MAL-1002-1463,Malakoff,48.813534,2.316756,0.475,21,3,1.05
VLP-1002-1464,Villepinte,48.976165,2.549216,0.649,22,3,1.2
RSB-1002-1465,Roissy-en-Brie,48.8065,2.651172,0.608,15,3,1.1
MAL-1002-1466,Malakoff,48.833564,2.289851,0.296,15,3,1.05
MAL-1002-1467,Malakoff,48.823058,2.288308,0.507,11,3,1.05
BOB-1002-1468,Bobigny,48.898195,2.471493,0.807,21,3,1.15
BOB-1002-1469,Bobigny,48.904539,2.440286,0.402,14,3,1.15
VRY-1002-1470,Viry-Chatillon,48.673101,2.405752,0.334,20,3,1.45
VLP-1002-1471,Villepinte,48.974287,2.560666,0.385,18,3,1.74
VLP-1002-1472,Villepinte,48.976052,2.562851,0.277,17,3,1.74
RSB-1002-1473,Roissy-en-Brie,48.791625,2.628498,0.425,13,3,1.1
RSB-1002-1474,Roissy-en-Brie,48.788712,2.622632,0.456,21,3,1.1
VRY-1002-1475,Viry-Chatillon,48.67391,2.382238,0.441,19,3,1.45
BOB-1002-1476,Bobigny,48.90171,2.459339,0.365,17,3,1.667
RSB-1002-1477,Roissy-en-Brie,48.802734,2.636717,0.314,8,3,1.595
MAL-1002-1478,Malakoff,48.835783,2.317002,0.611,20,3,1.522
RSB-1002-1479,Roissy-en-Brie,48.778608,2.653206,0.526,9,3,1.595
MAL-1002-1480,Malakoff,48.828267,2.268596,0.618,11,3,1.05
MAL-1002-1481,Malakoff,48.814953,2.292523,0.206,20,3,1.522
MAL-1002-1482,Malakoff,48.8262,2.30898,0.551,12,3,1.05
RSB-1002-1483,Roissy-en-Brie,48.799651,2.671229,0.436,6,3,1.1
MAL-1002-1484,Malakoff,48.838168,2.297196,0.216,11,3,1.05
VRY-1002-1485,Viry-Chatillon,48.686701,2.384318,0.405,9,3,1.45
VRY-1002-1486,Viry-Chatillon,48.646279,2.380211,0.659,22,3,1.0
MAL-1002-1487,Malakoff,48.809285,2.306867,0.436,9,3,1.522
RSB-1002-1488,Roissy-en-Brie,48.767574,2.650235,0.365,12,3,1.1
VLP-1002-1489,Villepinte,48.980734,2.569749,0.52,20,3,1.74
VRY-1002-1490,Viry-Chatillon,48.661591,2.393212,0.616,11,3,1.0
MAL-1002-1491,Malakoff,48.805234,2.297835,0.597,15,3,1.05
RSB-1002-1492,Roissy-en-Brie,48.776475,2.651021,0.291,21,3,1.1
VLP-1002-1493,Villepinte,48.974,2.565875,0.75,10,3,1.2
BOB-1002-1494,Bobigny,48.912523,2.450642,0.157,17,3,1.667
VLP-1002-1495,Villepinte,48.978222,2.555163,0.584,8,3,1.74
BOB-1002-1496,Bobigny,48.914697,2.433568,0.279,10,3,1.15
VLP-1002-1497,Villepinte,48.9823,2.556849,0.596,17,3,1.74
BOB-1002-1498,Bobigny,48.916468,2.426889,0.387,13,3,1.15
BOB-1002-1499,Bobigny,48.9233,2.439146,0.661,16,3,1.15
BOB-1002-1500,Bobigny,48.923332,2.447376,0.319,15,3,1.15
RSB-1002-1501,Roissy-en-Brie,48.784674,2.652655,0.387,17,3,1.595
MAL-1002-1502,Malakoff,48.802876,2.316281,0.596,22,3,1.05
MAL-1002-1503,Malakoff,48.817008,2.300511,0.332,12,3,1.05
BOB-1002-1504,Bobigny,48.909853,2.438107,0.65,10,3,1.15
VRY-1002-1505,Viry-Chatillon,48.656207,2.386271,0.584,22,3,1.0
MAL-1002-1506,Malakoff,48.812933,2.288696,0.44,8,3,1.522
MAL-1002-1507,Malakoff,48.821191,2.294613,0.598,6,3,1.05
VRY-1002-1508,Viry-Chatillon,48.672525,2.385849,0.692,16,3,1.0
BOB-1002-1509,Bobigny,48.919742,2.445498,0.299,18,3,1.667
RSB-1002-1510,Roissy-en-Brie,48.786519,2.643242,0.45,21,3,1.1
MAL-1002-1511,Malakoff,48.822772,2.291665,0.394,22,3,1.05
VRY-1002-1512,Viry-Chatillon,48.657303,2.396808,0.462,15,3,1.0
BOB-1002-1513,Bobigny,48.904297,2.436965,0.487,14,3,1.15
VLP-1002-1514,Villepinte,48.974386,2.562982,0.506,16,3,1.2
RSB-1002-1515,Roissy-en-Brie,48.797195,2.649982,0.507,16,3,1.1
RSB-1002-1516,Roissy-en-Brie,48.783397,2.647523,0.605,20,3,1.595
VRY-1002-1517,Viry-Chatillon,48.672061,2.373446,0.47,15,3,1.0
BOB-1002-1518,Bobigny,48.897836,2.460005,0.408,15,3,1.15
VRY-1002-1519,Viry-Chatillon,48.667972,2.368727,0.522,12,3,1.0
RSB-1002-1520,Roissy-en-Brie,48.791911,2.652147,0.329,10,3,1.1
RSB-1002-1521,Roissy-en-Brie,48.792593,2.660242,0.458,14,3,1.1
MAL-1002-1522,Malakoff,48.825989,2.283443,0.49,18,3,1.522
RSB-1002-1523,Roissy-en-Brie,48.784915,2.617916,0.74,11,3,1.1
BOB-1002-1524,Bobigny,48.890895,2.464414,0.576,18,3,1.667
VLP-1002-1525,Villepinte,48.990555,2.532491,0.548,18,3,1.74
VLP-1002-1526,Villepinte,48.963415,2.542017,0.686,12,3,1.2
VLP-1002-1527,Villepinte,48.978529,2.555549,0.566,6,3,1.2
BOB-1002-1528,Bobigny,48.908061,2.452528,0.696,12,3,1.15
BOB-1002-1529,Bobigny,48.918997,2.447686,0.349,10,3,1.15
RSB-1002-1530,Roissy-en-Brie,48.793876,2.649862,0.628,20,3,1.595
VRY-1002-1531,Viry-Chatillon,48.670794,2.3682,0.321,19,3,1.45
MAL-1002-1532,Malakoff,48.809176,2.289556,0.566,16,3,1.05
BOB-1002-1533,Bobigny,48.894593,2.444243,0.906,19,3,1.667
BOB-1002-1534,Bobigny,48.901627,2.461968,0.283,6,3,1.15
BOB-1002-1535,Bobigny,48.92267,2.440982,0.58,13,3,1.15
MAL-1002-1536,Malakoff,48.820901,2.288007,0.767,7,3,1.522
BOB-1002-1537,Bobigny,48.892516,2.442544,0.492,16,3,1.15
RSB-1002-1538,Roissy-en-Brie,48.787382,2.67437,0.336,10,3,1.1
VLP-1002-1539,Villepinte,48.950072,2.561141,0.34,17,3,1.74
VLP-1002-1540,Villepinte,48.990183,2.541651,0.375,13,3,1.2
MAL-1002-1541,Malakoff,48.81945,2.297223,0.835,11,3,1.05
VLP-1002-1542,Villepinte,48.985374,2.544119,0.547,10,3,1.2
BOB-1002-1543,Bobigny,48.908711,2.45264,0.642,7,3,1.667
VLP-1002-1544,Villepinte,48.951109,2.545184,0.332,18,3,1.74
VRY-1002-1545,Viry-Chatillon,48.659187,2.384099,0.379,10,3,1.0
VLP-1002-1546,Villepinte,48.970149,2.55913,0.428,7,3,1.74
MAL-1002-1547,Malakoff,48.823441,2.30666,0.107,22,3,1.05
MAL-1002-1548,Malakoff,48.841638,2.314375,0.285,7,3,1.522
VRY-1002-1549,Viry-Chatillon,48.675599,2.381429,0.833,17,3,1.45
VRY-1002-1550,Viry-Chatillon,48.664787,2.383318,0.28,12,3,1.0
RSB-1002-1551,Roissy-en-Brie,48.773662,2.659307,0.72,8,3,1.595
VLP-1002-1552,Villepinte,48.961371,2.558736,0.229,9,3,1.74
RSB-1002-1553,Roissy-en-Brie,48.77404,2.632732,0.572,12,3,1.1
VRY-1002-1554,Viry-Chatillon,48.672089,2.370829,0.274,11,3,1.0
VLP-1002-1555,Villepinte,48.961386,2.56348,0.278,6,3,1.2
RSB-1002-1556,Roissy-en-Brie,48.790911,2.64966,0.397,11,3,1.1
MAL-1002-1557,Malakoff,48.808789,2.305534,0.559,21,3,1.05
VRY-1002-1558,Viry-Chatillon,48.653875,2.385421,0.545,19,3,1.45
MAL-1002-1559,Malakoff,48.801267,2.329794,0.213,19,3,1.522
BOB-1002-1560,Bobigny,48.921405,2.445528,0.411,10,3,1.15
VLP-1002-1561,Villepinte,48.982504,2.527855,0.487,13,3,1.2
VLP-1002-1562,Villepinte,48.970772,2.551758,0.554,15,3,1.2
VRY-1002-1563,Viry-Chatillon,48.676315,2.381723,0.756,8,3,1.45
RSB-1002-1564,Roissy-en-Brie,48.791994,2.661912,0.381,13,3,1.1
VLP-1002-1565,Villepinte,48.976663,2.544647,0.453,22,3,1.2
VLP-1002-1566,Villepinte,48.973902,2.540147,0.781,8,3,1.74
BOB-1002-1567,Bobigny,48.910274,2.450482,0.415,20,3,1.667
VRY-1002-1568,Viry-Chatillon,48.650223,2.368086,0.497,12,3,1.0
VRY-1002-1569,Viry-Chatillon,48.653371,2.385978,0.592,16,3,1.0
RSB-1002-1570,Roissy-en-Brie,48.785148,2.658609,0.869,17,3,1.595
BOB-1002-1571,Bobigny,48.929094,2.442942,0.307,17,3,1.667
RSB-1002-1572,Roissy-en-Brie,48.799449,2.667009,0.198,18,3,1.595
VLP-1002-1573,Villepinte,48.97216,2.54424,0.341,20,3,1.74
MAL-1002-1574,Malakoff,48.821803,2.270319,0.581,9,3,1.522
BOB-1002-1575,Bobigny,48.912682,2.45895,0.59,12,3,1.15
MAL-1002-1576,Malakoff,48.813361,2.311544,0.53,18,3,1.522
VRY-1002-1577,Viry-Chatillon,48.66898,2.375358,0.297,18,3,1.45
BOB-1002-1578,Bobigny,48.920071,2.450537,0.639,15,3,1.15
VLP-1002-1579,Villepinte,48.955843,2.558774,0.616,20,3,1.74
VRY-1002-1580,Viry-Chatillon,48.666284,2.36989,0.136,17,3,1.45
MAL-1002-1581,Malakoff,48.829923,2.306102,0.586,22,3,1.05
MAL-1002-1582,Malakoff,48.815614,2.286078,0.327,19,3,1.522
MAL-1002-1583,Malakoff,48.818239,2.281579,0.397,6,3,1.05
MAL-1002-1584,Malakoff,48.815973,2.322173,0.484,13,3,1.05
RSB-1002-1585,Roissy-en-Brie,48.776759,2.660038,0.474,9,3,1.595
VLP-1002-1586,Villepinte,48.965494,2.53973,0.663,7,3,1.74
RSB-1002-1587,Roissy-en-Brie,48.783159,2.664569,0.379,6,3,1.1
VLP-1002-1588,Villepinte,48.965792,2.528647,0.666,14,3,1.2
MAL-1002-1589,Malakoff,48.828946,2.308796,0.496,22,3,1.05
MAL-1002-1590,Malakoff,48.806412,2.30153,0.409,6,3,1.05
VLP-1002-1591,Villepinte,48.982841,2.541626,0.502,18,3,1.74
VRY-1002-1592,Viry-Chatillon,48.658985,2.372035,0.66,11,3,1.0
VLP-1002-1593,Villepinte,48.973901,2.556311,0.4,6,3,1.2
MAL-1002-1594,Malakoff,48.825205,2.29383,0.409,16,3,1.05
VRY-1002-1595,Viry-Chatillon,48.69071,2.379478,0.85,18,3,1.45
BOB-1002-1596,Bobigny,48.904447,2.439225,0.362,20,3,1.667
VLP-1002-1597,Villepinte,48.975015,2.571031,0.658,22,3,1.2
BOB-1002-1598,Bobigny,48.922203,2.462269,0.494,17,3,1.667
MAL-1002-1599,Malakoff,48.818947,2.297326,0.273,8,3,1.522
