vehicle_id,zone_name,latitude,longitude,soc_now,hour,day_of_week,demand_zone_score,minutes_to_empty,pred_minutes_to_empty,pred_minutes_to_20pct,dist_km_to_hub,priority_score
ROI-1188,Roissy-en-Brie,48.797326,2.648789,0.344,10,0,1.1,131.5,136.99949999999998,57.34862790697672,19.746757326038253,0.5218483578248824
VIR-1189,Viry-Chatillon,48.665191,2.343173,0.475,16,5,1.15,182.6,174.23449999999968,100.87260526315771,22.714071369388314,0.40302540906191103
VIL-1190,Villepinte,48.954555,2.557551,0.527,16,1,1.2,142.7,149.52050000000042,92.77647722960178,15.15041941211772,0.4895139410167355
BOB-1191,Bobigny,48.912673,2.437581,0.338,6,6,1.322,145.5,131.54049999999998,53.70588461538461,5.872268469597516,0.684624884689323
BOB-1192,Bobigny,48.918972,2.429598,0.486,22,1,1.15,198.6,193.86699999999962,114.08634156378578,6.275100281189179,0.48575916183883916
MAL-1193,Malakoff,48.821983,2.286106,0.561,9,0,1.522,157.6,158.49499999999952,101.99054367201394,9.665480882622852,0.5853570445825462
BOB-1194,Bobigny,48.928392,2.457231,0.16,7,1,1.667,58.8,59.70249999999991,0.0,8.101489337015282,0.8911681939978056
VIL-1195,Villepinte,48.980051,2.546214,0.74,14,4,1.2,268.2,219.25900000000004,159.99981081081086,16.581720679197428,0.3089873506213535
MAL-1196,Malakoff,48.832232,2.300414,0.612,9,5,1.751,144.1,150.2179999999997,101.12715032679718,8.197350437260338,0.655118731890977
BOB-1197,Bobigny,48.917024,2.450636,0.472,16,0,1.15,151.7,173.9534999999999,100.24438983050841,6.774535813272923,0.517316406670258
VIL-1198,Villepinte,48.981093,2.528069,0.291,12,6,1.38,119.5,110.40349999999991,34.52480584192436,15.853589470882904,0.6771614844751292
VIL-1199,Villepinte,48.980636,2.583692,0.458,8,3,1.74,105.8,115.51999999999977,65.0745851528383,18.50967854360672,0.6708503337817502
